dyad,ccode1,ccode2,statea,stateb,statei,statej,daysign,monthsign,yearsign,dayforce,monthforce,yearforce,censor,month_count,maxhurdles,maxpolconv,maxchecks,minpolity,minratio,min_laworder,ln_mingdp,min_govexp,comlang,comcol,atopally,s2un,log_gapgdppc,maxcomlaw,fdi_host,fdi_home,coldwar,maxexecleft,BIT_Status,_st,_d,_t,_t0
92600,92,600,SAL,MOR,El Salvador,Morocco,21,4,1999,11,4,2002,1,36,2,.88999999,4,-6,.41,3,17.25161,10.01995,0,0,0,.92307693,7.9390631,0,3.4326129,.4316189,0,0,In Force,1,1,36,0
92666,92,666,SAL,ISR,El Salvador,Israel,3,4,2000,7,7,2003,1,39,2,.79000002,4,7,.47,3,17.27359,10.17161,0,0,0,-.31578949,9.7851315,1,1.320217,2.6967659,0,0,In Force,1,1,39,0
92713,92,713,SAL,TAW,El Salvador,Taiwan,30,8,1996,25,2,1997,1,6,2,.75,4,7,.25,3,17.15032,,0,0,0,,9.5766087,0,-.046531901,1.328212,0,0,In Force,1,1,6,0
92732,92,732,SAL,ROK,El Salvador,South Korea,6,7,1998,25,5,2002,1,46,2,.75999999,4,7,.67000002,3,17.2223,9.7479382,0,0,0,.88571429,9.249074,0,9.1910658,1.3161581,0,0,In Force,1,1,46,0
93316,93,316,NIC,CZR,Nicaragua,Czech Republic,2,4,2002,24,2,2004,1,22,2,.74000001,5,8,.73000002,4,16.1497,10.66986,0,0,0,.53191489,9.672473,0,4.8700662,.27427429,0,1,In Force,1,1,22,0
93713,93,713,NIC,TAW,Nicaragua,Taiwan,29,7,1992,8,2,1993,1,6,1,.70999998,2,6,1,2,15.85429,,0,0,0,,9.5192165,0,1.2737859,.89950079,0,0,In Force,1,1,6,0
93732,93,732,NIC,ROK,Nicaragua,South Korea,15,5,2000,22,6,2001,1,13,1,.75999999,4,8,.17,,16.12652,11.95236,0,0,0,.94999999,9.7322998,0,6.4322672,.93720257,0,0,In Force,1,1,13,0
94092,94,92,COS,SAL,Costa Rica,El Salvador,21,11,2001,,,,0,73,2,.75,4,7,.36000001,3,17.297421,10.4885,1,1,1,1,8.1435928,0,2.0198801,.058148801,0,0,Not in Force,1,0,73,0
94101,94,101,COS,VEN,Costa Rica,Venezuela,17,3,1997,2,5,2001,1,50,1,.74000001,5,8,.2,4,17.211491,13.07253,1,1,1,1,6.6185722,0,3.1716919,.64890027,0,1,In Force,1,1,50,0
94130,94,130,COS,ECU,Costa Rica,Ecuador,6,12,2001,,,,0,72,2,.75,4,6,.36000001,3,17.384451,10.31776,1,1,1,1,8.2775812,0,2.5344911,.058148801,0,1,Not in Force,1,0,72,0
94150,94,150,COS,PAR,Costa Rica,Paraguay,29,1,1998,25,5,2001,1,40,2,.75,4,6,.13,4,16.745581,11.98525,1,1,1,1,8.5306902,0,4.3192801,.034043498,0,1,In Force,1,1,40,0
94316,94,316,COS,CZR,Costa Rica,Czech Republic,21,10,1998,5,3,2001,1,29,2,.76999998,6,10,.13,4,17.27932,12.9612,0,0,0,.56756759,8.9242945,0,4.338419,.20566989,0,1,In Force,1,1,29,0
94713,94,713,COS,TAW,Costa Rica,Taiwan,24,3,1999,8,10,2004,1,67,1,.75,4,9,.18000001,4,17.344061,,0,0,0,,9.4981699,0,3.921608,1.479447,0,0,In Force,1,1,67,0
94732,94,732,COS,ROK,Costa Rica,South Korea,11,8,2000,26,8,2002,1,24,1,.75999999,4,8,.31,,17.362619,11.95236,0,0,0,.94594592,9.2089386,0,2.5620761,.93720257,0,0,In Force,1,1,24,0
95040,95,40,PAN,CUB,Panama,Cuba,27,1,1999,11,5,1999,1,4,1,.50999999,4,-7,.5,3,16.786119,13.02689,1,1,0,.9245283,7.030458,0,7.5451641,-.00035250001,0,1,In Force,1,1,4,0
95165,95,165,PAN,URU,Panama,Uruguay,18,2,1998,17,8,2002,1,54,2,.56,4,9,.55000001,3,16.755711,10.89804,1,1,1,1,7.7157879,0,11.0049,.036634501,0,0,In Force,1,1,54,0
95316,95,316,PAN,CZR,Panama,Czech Republic,27,8,1999,20,10,2000,1,14,2,.73000002,5,9,.76999998,3,16.786119,13.02689,0,0,0,.68888891,9.1640615,0,7.5451641,.14918891,0,1,In Force,1,1,14,0
95713,95,713,PAN,TAW,Panama,Taiwan,26,3,1992,14,7,1992,1,4,1,.70999998,3,7,1,2,16.57065,,0,0,0,,9.1284132,0,1.90236,.89950079,0,0,In Force,1,1,4,0
95732,95,732,PAN,ROK,Panama,South Korea,10,7,2001,8,2,2002,1,7,1,.75,4,8,.80000001,,16.828819,12.74302,0,0,0,.86956519,9.440588,0,3.4266491,.47962281,0,0,In Force,1,1,7,0
100040,100,40,COL,CUB,Colombia,Cuba,16,7,1994,,,,0,161,2,.44999999,2,-7,0,2,18.182329,14.71568,1,1,0,1,7.6892471,0,1.611653,-.0105456,0,1,Not in Force,1,0,161,0
100090,100,90,COL,GUA,Colombia,Guatemala,5,6,2006,,,,0,18,2,.37,4,7,.17,1,18.09709,8.3699646,1,1,,.97297299,7.137579,0,1.959378,.67651367,0,0,Not in Force,1,0,18,0
100135,100,135,COL,PER,Colombia,Peru,11,12,1994,30,12,2004,1,119,2,.44999999,2,1,.33000001,2,18.475809,8.7971439,1,1,1,1,6.4131651,0,7.3239732,.1659704,0,0,In Force,1,1,119,0
101040,101,40,VEN,CUB,Venezuela,Cuba,11,12,1996,15,4,2004,1,89,1,.69999999,5,-7,.25,4,18.230301,5.0127649,1,1,0,.89285707,6.7723942,0,.077027597,.74276382,0,1,In Force,1,1,89,0
101053,101,53,VEN,BAR,Venezuela,Barbados,15,7,1994,31,10,1995,1,15,1,.73000002,5,,0,,15.4477,7.2275219,0,0,1,1,9.2918158,1,1.4381731,.063125901,0,0,In Force,1,1,15,0
101316,101,316,VEN,CZR,Venezuela,Czech Republic,27,4,1995,23,7,1996,1,15,2,.75999999,6,8,.13,4,18.882,7.1229458,0,0,0,.7735849,8.8184061,0,1.315286,.066251896,0,0,In Force,1,1,15,0
101368,101,368,VEN,LIT,Venezuela,Lithuania,24,4,1995,1,8,1996,1,16,1,.75999999,5,8,.13,,17.086309,7.1229458,0,0,0,.76923078,7.2714362,0,1.118143,.1215138,0,1,In Force,1,1,16,0
101370,101,370,VEN,BLR,Venezuela,Belarus,6,12,2007,,,,0,1,1,.050000001,3,-7,.86000001,3,18.504141,11.85851,0,0,,1,7.3975072,0,.44196799,.033571899,0,0,Not in Force,1,0,1,0
101630,101,630,VEN,IRN,Venezuela,Iran,11,3,2005,7,6,2006,1,15,1,.49000001,2,-6,.63,3,19.205851,11.0559,0,0,,.969697,6.3739829,0,1.779215,.2328501,0,0,In Force,1,1,15,0
101850,101,850,VEN,INS,Venezuela,Indonesia,18,12,2000,23,3,2003,1,27,1,.69999999,4,6,.73000002,2,19.105089,6.5320148,0,0,0,.96774191,8.5932236,0,-2.7186861,.44473809,0,0,In Force,1,1,27,0
110040,110,40,GUY,CUB,Guyana,Cuba,22,12,1999,,,,0,98,1,.74000001,2,-7,.5,4,14.70223,18.976021,0,0,0,.92982459,8.4903536,1,6.6209269,-.00035250001,0,1,Not in Force,1,0,98,0
110710,110,710,GUY,CHN,Guyana,China,27,3,2003,26,10,2004,1,19,1,.37,3,-7,.67000002,2,14.76778,15.17794,0,0,,1,6.1188388,1,3.5124841,.17322759,0,1,In Force,1,1,19,0
115040,115,40,SUR,CUB,Suriname,Cuba,7,1,1999,,,,0,107,2,0,2,,0,3,14.83063,23.47316,0,0,0,1,7.316586,0,-6.7299309,-.00035250001,0,1,Not in Force,1,0,107,0
115850,115,850,SUR,INS,Suriname,Indonesia,28,10,1995,,,,0,146,2,0,4,,.69999999,3,14.8405,7.8290629,0,1,0,.93846148,8.2374077,0,1.993809,,0,0,Not in Force,1,0,146,0
130040,130,40,ECU,CUB,Ecuador,Cuba,6,5,1997,1,6,1998,1,13,2,.69,4,-7,.31999999,4,17.92544,12.27788,1,1,0,.88,7.7844491,0,3.0629089,,0,1,In Force,1,1,13,0
130090,130,90,ECU,GUA,Ecuador,Guatemala,14,8,2002,25,5,2005,1,33,2,.55000001,4,6,.43000001,2,17.964359,9.6639032,1,1,1,1,5.6318698,0,3.1456921,.1063699,0,1,In Force,1,1,33,0
130091,130,91,ECU,HON,Ecuador,Honduras,26,6,2000,,,,0,90,2,.55000001,4,6,.5,2,16.76581,9.8154888,1,1,1,.96666658,7.4795232,0,5.310163,.064720802,0,1,Not in Force,1,0,90,0
130092,130,92,ECU,SAL,Ecuador,El Salvador,16,5,1994,14,1,1996,1,20,2,.69,5,7,.5,3,17.070921,8.3987532,1,1,1,1,5.7999549,0,.0269615,.25587329,0,1,In Force,1,1,20,0
130093,130,93,ECU,NIC,Ecuador,Nicaragua,2,6,2000,,,,0,90,2,.75,4,6,.17,3,16.12652,9.8154888,1,1,1,1,7.9026289,0,6.4322672,.064720802,0,1,Not in Force,1,0,90,0
130101,130,101,ECU,VEN,Ecuador,Venezuela,18,11,1993,1,2,1995,1,15,2,.75,5,8,0,4,17.802361,8.5447245,1,1,1,1,8.2237597,0,3.146302,1.52476,0,1,In Force,1,1,15,0
130135,130,135,ECU,PER,Ecuador,Peru,7,4,1999,9,12,1999,1,8,2,.55000001,4,1,.88999999,3,17.86335,10.80944,1,1,1,1,5.4652648,0,3.888665,.2482862,0,1,In Force,1,1,8,0
130150,130,150,ECU,PAR,Ecuador,Paraguay,28,1,1994,18,9,1995,1,20,2,.75,5,7,.41999999,4,16.62715,10.07371,1,1,1,1,7.400434,0,1.7655309,.25587329,0,1,In Force,1,1,20,0
130165,130,165,ECU,URU,Ecuador,Uruguay,31,7,1985,31,7,1985,1,0,2,.69,5,8,1,3,16.56053,14.11914,1,1,1,.98473281,4.5755858,0,.36911511,.1511769,1,0,In Force,0,,,
130360,130,360,ECU,ROM,Ecuador,Romania,21,3,1996,18,7,1997,1,16,2,.76999998,7,8,.54000002,4,17.880569,12.06978,0,0,0,.67272729,7.2166529,0,2.349334,.000028099999,0,1,In Force,1,1,16,0
130365,130,365,ECU,RUS,Ecuador,Russia,25,4,1996,,,,0,140,2,.69,5,4,.44,4,17.880569,12.06978,0,0,0,.76923078,7.9661088,0,2.349334,.23536059,0,1,Not in Force,1,0,140,0
130710,130,710,ECU,CHN,Ecuador,China,21,3,1994,1,7,1997,1,40,2,.69,5,-7,.5,4,17.850941,12.04436,0,0,0,.8888889,8.0656176,0,5.7952981,.25587329,0,1,In Force,1,1,40,0
135040,135,40,PER,CUB,Peru,Cuba,10,10,2000,25,11,2001,1,13,1,.44,2,-7,.46000001,3,18.345421,,1,1,0,.95999998,8.1089373,0,1.518116,,0,1,In Force,1,1,13,0
135101,135,101,PER,VEN,Peru,Venezuela,12,1,1996,18,9,1997,1,20,1,.69999999,5,1,.33000001,3,18.582701,5.0127649,1,1,1,1,8.2010374,0,6.2122798,.74276382,0,0,In Force,1,1,20,0
135316,135,316,PER,CZR,Peru,Czech Republic,16,3,1994,6,3,1995,1,12,2,.75999999,6,1,.1,3,18.475809,8.7971439,0,0,0,.66666669,9.2136078,0,7.3239732,.27415091,0,0,In Force,1,1,12,0
135360,135,360,PER,ROM,Peru,Romania,16,5,1994,1,1,1995,1,8,2,.76999998,7,1,.33000001,3,18.475809,8.7971439,0,0,0,.66666669,7.114656,0,7.3239732,.000033,0,0,In Force,1,1,8,0
135710,135,710,PER,CHN,Peru,China,9,6,1994,1,2,1995,1,8,1,.34,1,-7,.33000001,3,18.475809,8.7971439,0,0,0,.92000002,7.8434162,0,5.7952981,.000022300001,0,1,In Force,1,1,8,0
135732,135,732,PER,ROK,Peru,South Korea,3,6,1993,20,4,1994,1,10,1,.75,4,1,.5,2,18.346701,8.0390673,0,0,0,.95238101,9.1551104,0,2.1834071,.35495499,0,0,In Force,1,1,10,0
135800,135,800,PER,THI,Peru,Thailand,15,11,1991,15,11,1991,1,0,2,.77999997,6,-1,1,1,18.30213,7.7457471,0,0,0,1,6.6456609,1,-.0202637,.1862614,0,0,In Force,0,,,
135820,135,820,PER,MAL,Peru,Malaysia,13,10,1995,25,12,1995,1,2,2,.73000002,4,1,.33000001,3,18.56031,9.7463179,0,0,0,.97014928,8.2641621,1,4.764596,2.6971481,0,0,In Force,1,1,2,0
135830,135,830,PER,SIN,Peru,Singapore,27,2,2003,,,,0,58,1,.67000002,4,-2,.95999998,3,18.773109,10.26403,0,0,,1,10.32317,1,2.175837,2.891273,0,0,Not in Force,1,0,58,0
140040,140,40,BRA,CUB,Brazil,Cuba,26,6,1997,,,,0,126,2,.77999997,6,-7,0,3,18.231239,19.89625,0,0,0,.8888889,5.5446301,0,.0040214001,.128049,0,1,Not in Force,1,0,126,0
140101,140,101,BRA,VEN,Brazil,Venezuela,4,7,1995,,,,0,149,2,.77999997,6,8,0,3,19.03838,7.1229458,0,0,1,1,6.8728671,0,.57287401,.1215138,0,1,Not in Force,1,0,149,0
140155,140,155,BRA,CHL,Brazil,Chile,22,3,1994,,,,0,165,2,.77999997,4,8,0,3,18.446711,10.44298,0,0,1,1,5.024632,0,4.5905809,.1156635,0,1,Not in Force,1,0,165,0
140732,140,732,BRA,ROK,Brazil,South Korea,1,9,1995,,,,0,147,2,.77999997,6,6,0,3,20.384399,11.20431,0,0,0,.92592591,9.0066633,0,.57287401,.65890789,0,1,Not in Force,1,0,147,0
145040,145,40,BOL,CUB,Bolivia,Cuba,6,5,1995,23,8,1998,1,39,2,.54000002,4,-7,0,3,16.928869,13.57262,1,1,0,.93220341,8.3600302,0,5.573966,.00054490002,0,1,In Force,1,1,39,0
145094,145,94,BOL,COS,Bolivia,Costa Rica,7,10,2002,,,,0,62,2,.75,5,9,.58999997,3,17.13518,14.81808,1,1,1,.96923077,8.6722374,0,8.5589943,.2021419,0,0,Not in Force,1,0,62,0
145130,145,130,BOL,ECU,Bolivia,Ecuador,25,5,1995,15,8,1997,1,27,2,.69,4,9,.25,3,16.928869,12.50248,1,1,1,1,7.6291952,0,5.573966,.061320402,0,1,In Force,1,1,27,0
145135,145,135,BOL,PER,Bolivia,Peru,30,7,1993,19,3,1995,1,20,2,.40000001,6,1,.5,2,16.83322,8.0390673,1,1,1,1,7.039607,0,2.155298,-.0373188,0,1,In Force,1,1,20,0
145150,145,150,BOL,PAR,Bolivia,Paraguay,3,5,2001,,,,0,79,2,.61000001,5,7,.69999999,3,16.75392,12.1067,1,1,1,1,5.213048,0,8.6691456,.089980997,0,0,Not in Force,1,0,79,0
145155,145,155,BOL,CHL,Bolivia,Chile,20,9,1994,31,7,1999,1,58,2,.77999997,4,8,0,2,16.88335,10.44298,1,1,1,1,8.3782225,0,2.1768391,1.618522,0,1,In Force,1,1,58,0
145360,145,360,BOL,ROM,Bolivia,Romania,9,10,1995,16,3,1997,1,17,2,.76999998,7,5,.54000002,3,16.928869,13.57262,0,0,0,.8490566,8.0306559,0,5.573966,.0055980999,0,0,In Force,1,1,17,0
145710,145,710,BOL,CHN,Bolivia,China,8,5,1992,1,9,1996,1,52,2,.40000001,6,-7,.38,2,16.79068,12.8705,0,0,0,.92000002,7.2062778,0,2.202122,.035436701,0,1,In Force,1,1,52,0
145732,145,732,BOL,ROK,Bolivia,South Korea,1,4,1996,4,6,1997,1,14,2,.75,4,6,.52999997,3,16.96744,11.62259,0,0,0,.96226418,9.529068,0,5.8037448,.80336118,0,0,In Force,1,1,14,0
150040,150,40,PAR,CUB,Paraguay,Cuba,21,11,2000,6,12,2002,1,25,2,.47999999,2,-7,.46000001,3,16.72797,,1,1,0,.95999998,8.5075283,0,1.410834,,0,1,In Force,1,1,25,0
150101,150,101,PAR,VEN,Paraguay,Venezuela,5,9,1996,14,11,1997,1,14,2,.75,5,7,.46000001,4,16.689659,5.0127649,1,1,1,1,8.5047493,0,1.706774,.74276382,0,0,In Force,1,1,14,0
150135,150,135,PAR,PER,Paraguay,Peru,1,2,1994,18,12,1994,1,10,2,.75,4,1,.33000001,3,16.62715,8.7971439,1,1,1,1,6.9102221,0,1.7655309,.000022300001,0,0,In Force,1,1,10,0
150310,150,310,PAR,HUN,Paraguay,Hungary,11,8,1993,1,4,1995,1,20,2,.76999998,4,7,.56999999,4,16.648781,6.687192,0,0,0,.82857138,8.8833838,0,1.145825,.027005499,0,0,In Force,1,1,20,0
150316,150,316,PAR,CZR,Paraguay,Czech Republic,21,10,1998,24,3,2000,1,17,2,.76999998,6,6,.68000001,4,16.745581,11.98525,0,0,0,.70833331,9.4398804,0,4.3192801,.20566989,0,0,In Force,1,1,17,0
150360,150,360,PAR,ROM,Paraguay,Romania,21,5,1994,12,4,1995,1,11,2,.76999998,7,5,.41999999,4,16.62715,10.07371,0,0,0,.74468082,7.7108011,0,1.7655309,.000033,0,0,In Force,1,1,11,0
150713,150,713,PAR,TAW,Paraguay,Taiwan,6,4,1992,11,9,1992,1,5,2,.73000002,2,7,.5,4,16.60387,,0,0,0,,9.3853397,0,2.0551291,.89950079,0,0,In Force,1,1,5,0
150732,150,732,PAR,ROK,Paraguay,South Korea,22,12,1992,6,8,1993,1,8,2,.75999999,4,6,.5,4,16.60387,6.5052319,0,0,0,.96078432,9.1318398,0,2.0551291,.3377502,0,0,In Force,1,1,8,0
155040,155,40,CHL,CUB,Chile,Cuba,10,1,1996,30,9,2000,1,56,2,.77999997,4,-7,.25,5,18.230301,10.96784,1,1,0,.85964912,6.9090919,0,.077027597,1.495919,0,1,In Force,1,1,56,0
155042,155,42,CHL,DOM,Chile,Dominican Republic,28,11,2000,8,5,2002,1,18,2,.77999997,5,8,.33000001,4,17.941,7.7661481,1,1,1,.93220341,7.6686678,0,4.0284019,5.3015471,0,1,In Force,1,1,18,0
155090,155,90,CHL,GUA,Chile,Guatemala,8,11,1996,10,12,2001,1,61,2,.77999997,4,8,.40000001,3,17.781139,5.0803089,1,1,1,.95999998,8.1472216,0,.545838,1.495919,0,1,In Force,1,1,61,0
155091,155,91,CHL,HON,Chile,Honduras,11,11,1996,10,1,2000,1,38,2,.77999997,4,6,.40000001,3,16.663639,9.538764,1,1,1,1,8.6247826,0,1.848832,1.495919,0,1,In Force,1,1,38,0
155092,155,92,CHL,SAL,Chile,El Salvador,8,11,1996,18,11,1999,1,36,2,.77999997,4,7,.25,3,17.15032,9.3481131,1,1,1,1,8.1735773,0,-.046531901,1.495919,0,1,In Force,1,1,36,0
155093,155,93,CHL,NIC,Chile,Nicaragua,8,11,1996,10,1,2001,1,60,2,.77999997,4,8,.40000001,4,15.96656,10.59564,1,1,1,1,8.8071804,0,2.72858,1.495919,0,1,In Force,1,1,60,0
155094,155,94,CHL,COS,Chile,Costa Rica,11,7,1996,23,6,2000,1,48,2,.77999997,4,8,.25,4,17.158001,10.96784,1,1,1,1,6.381937,0,3.6050739,1.495919,0,1,In Force,1,1,48,0
155095,155,95,CHL,PAN,Chile,Panama,8,11,1996,21,12,1999,1,37,2,.77999997,4,8,.40000001,3,16.642071,10.96784,1,1,1,1,7.7463889,0,4.4593172,1.495919,0,1,In Force,1,1,37,0
155100,155,100,CHL,COL,Chile,Colombia,25,1,2000,,,,0,95,2,.77999997,5,7,0,1,18.7798,12.45551,1,1,1,.96721309,8.1975822,0,2.5905149,5.3015471,0,1,Not in Force,1,0,95,0
155101,155,101,CHL,VEN,Chile,Venezuela,2,4,1993,25,5,1995,1,25,2,.75,5,8,0,4,18.385731,8.5447245,1,1,1,1,7.4595981,0,2.104382,1.52476,0,0,In Force,1,1,25,0
155130,155,130,CHL,ECU,Chile,Ecuador,23,10,1993,21,2,1996,1,27,2,.73000002,5,8,0,4,17.802361,10.4684,1,1,1,1,7.5969172,0,3.146302,.88350672,0,1,In Force,1,1,27,0
155135,155,135,CHL,PER,Chile,Peru,2,2,2000,11,8,2001,1,18,2,.77999997,4,5,.57999998,3,18.680059,10.5925,1,1,1,1,8.394949,0,1.518116,5.3015471,0,1,In Force,1,1,18,0
155150,155,150,CHL,PAR,Chile,Paraguay,7,8,1995,17,12,1997,1,28,2,.77999997,4,7,.18000001,4,16.676279,9.9672823,1,1,1,1,8.4095278,0,1.279502,1.0428129,0,1,In Force,1,1,28,0
155165,155,165,CHL,URU,Chile,Uruguay,26,10,1995,22,4,1999,1,42,2,.77999997,4,8,.18000001,3,17.010599,10.38016,1,1,1,1,5.7533579,0,.73479128,1.0428129,0,1,In Force,1,1,42,0
155290,155,290,CHL,POL,Chile,Poland,5,7,1995,17,1,2000,1,62,2,.77999997,4,8,.18000001,5,18.55677,10.38016,0,0,0,.81818181,6.668797,0,4.1020069,.0302024,0,1,In Force,1,1,62,0
155310,155,310,CHL,HUN,Chile,Hungary,10,3,1997,,,,0,129,2,.77999997,4,8,.38999999,5,18.580111,10.54715,0,0,0,.6981132,7.7701101,0,6.3655071,.98271459,0,1,Not in Force,1,0,129,0
155316,155,316,CHL,CZR,Chile,Czech Republic,24,4,1995,5,10,1996,1,18,2,.77999997,6,8,.18000001,5,18.55677,10.38016,0,0,0,.81818181,8.8954887,0,4.1020069,.066251896,0,1,In Force,1,1,18,0
155344,155,344,CHL,CRO,Chile,Croatia,28,11,1994,15,6,1996,1,19,2,.77999997,4,-3,0,,17.322269,10.44298,0,0,0,1,4.093286,0,4.5905809,.040404402,0,1,In Force,1,1,19,0
155360,155,360,CHL,ROM,Chile,Romania,14,7,1995,27,7,1997,1,24,2,.77999997,7,5,.18000001,5,18.55677,10.38016,0,0,0,.8490566,7.570941,0,1.172799,1.0428129,0,1,In Force,1,1,24,0
155369,155,369,CHL,UKR,Chile,Ukraine,30,10,1995,29,8,1997,1,22,2,.77999997,6,7,.18000001,,18.55677,10.38016,0,0,0,.96551722,8.309412,0,.5492872,1.0428129,0,1,In Force,1,1,22,0
155616,155,616,CHL,TUN,Chile,Tunisia,23,10,1998,,,,0,110,2,.77999997,4,-3,.5,5,17.491961,11.48799,0,0,0,.96428567,8.5255642,0,3.372112,1.868976,0,1,Not in Force,1,0,110,0
155651,155,651,CHL,EGY,Chile,Egypt,5,8,1999,,,,0,100,2,.77999997,4,-6,.47999999,4,18.73407,11.60598,0,0,0,.89473683,8.5897703,0,1.113534,3.504209,0,1,Not in Force,1,0,100,0
155660,155,660,CHL,LEB,Chile,Lebanon,3,10,1999,,,,0,98,2,.77999997,4,,.27000001,4,17.332809,12.39636,0,0,0,.8490566,5.2610698,0,5.1247802,3.504209,0,1,Not in Force,1,0,98,0
155710,155,710,CHL,CHN,Chile,China,23,3,1994,1,8,1995,1,17,2,.77999997,4,-7,0,5,18.446711,10.44298,0,0,0,.89090908,8.5899048,0,5.7952981,1.618522,0,1,In Force,1,1,17,0
155732,155,732,CHL,ROK,Chile,South Korea,6,9,1996,16,9,1999,1,36,2,.77999997,4,6,.40000001,5,18.633881,10.96784,0,0,0,.9285714,9.0198526,0,6.3542829,.80336118,0,1,In Force,1,1,36,0
155816,155,816,CHL,DRV,Chile,Vietnam,16,9,1999,,,,0,99,2,.77999997,4,-7,.47999999,5,18.63765,6.785234,0,0,0,.88235289,8.9284763,0,5.1733861,3.504209,0,1,Not in Force,1,0,99,0
155820,155,820,CHL,MAL,Chile,Malaysia,11,11,1992,4,8,1995,1,33,2,.73000002,4,4,0,3,18.3151,10.03217,0,0,0,.96923077,5.2487111,1,2.0209229,.1872225,0,0,In Force,1,1,33,0
155840,155,840,CHL,PHI,Chile,Philippines,20,11,1995,6,8,1997,1,21,3,.77999997,4,8,.18000001,4,18.55677,10.38016,0,1,0,.97183102,8.6980858,0,1.968435,1.0428129,0,1,In Force,1,1,21,0
155850,155,850,CHL,INS,Chile,Indonesia,7,4,1999,,,,0,104,2,.77999997,4,6,.47999999,2,18.73407,6.6044569,0,0,0,.89655173,8.7513008,0,-1.192812,3.504209,0,1,Not in Force,1,0,104,0
160040,160,40,ARG,CUB,Argentina,Cuba,30,11,1995,1,6,1997,1,19,2,.76999998,2,-7,0,5,18.190451,13.34945,1,1,0,.625,7.1347318,0,.0177467,.58007348,0,1,In Force,1,1,19,0
160042,160,42,ARG,DOM,Argentina,Dominican Republic,16,3,2001,,,,0,81,2,.73000002,4,8,.28999999,3,17.96454,8.4504776,1,1,1,.95918369,7.282968,0,4.4023042,.059843,0,1,Not in Force,1,0,81,0
160051,160,51,ARG,JAM,Argentina,Jamaica,8,2,1994,1,12,1995,1,22,2,.76999998,3,7,.33000001,3,16.79739,10.08001,0,0,1,.902439,6.5050159,1,2.611362,.39303899,0,1,In Force,1,1,22,0
160070,160,70,ARG,MEX,Argentina,Mexico,13,11,1996,22,6,1998,1,19,2,.75,2,4,0,3,19.57678,9.6329899,1,1,1,1,2.8546391,0,2.552341,.0104296,0,1,In Force,1,1,19,0
160090,160,90,ARG,GUA,Argentina,Guatemala,21,4,1998,7,12,2002,1,56,2,.75,5,7,0,2,17.839359,5.6774621,1,1,1,1,8.4047756,0,3.8912771,.77749681,0,0,In Force,1,1,56,0
160092,160,92,ARG,SAL,Argentina,El Salvador,9,5,1996,8,1,1999,1,32,2,.75,4,7,.25,3,17.15032,9.3481131,1,1,1,1,8.258256,0,-.046531901,.5879882,0,0,In Force,1,1,32,0
160093,160,93,ARG,NIC,Argentina,Nicaragua,10,8,1998,1,2,2001,1,30,2,.75,5,7,.28999999,4,16.02203,9.6858845,1,1,1,1,8.9574451,0,5.0249801,.77749681,0,0,In Force,1,1,30,0
160094,160,94,ARG,COS,Argentina,Costa Rica,21,5,1997,1,5,2001,1,48,2,.75,4,7,.2,4,17.211491,12.06202,1,1,1,.94285709,7.0838838,0,3.1716919,1.246673,0,1,In Force,1,1,48,0
160095,160,95,ARG,PAN,Argentina,Panama,10,5,1996,22,6,1998,1,25,2,.75,4,7,.63999999,3,16.642071,12.50168,1,1,1,1,7.8734279,0,4.4593172,.5879882,0,0,In Force,1,1,25,0
160101,160,101,ARG,VEN,Argentina,Venezuela,16,11,1993,1,7,1995,1,20,2,.75,5,7,0,4,19.01306,8.5447245,1,1,1,.89999998,5.7945042,0,1.179739,1.52476,0,0,In Force,1,1,20,0
160130,160,130,ARG,ECU,Argentina,Ecuador,18,2,1994,1,12,1995,1,22,2,.76999998,5,7,.38,4,17.850941,12.04436,1,1,1,.85714293,8.1963282,0,3.103061,.39303899,0,1,In Force,1,1,22,0
160135,160,135,ARG,PER,Argentina,Peru,10,11,1994,24,10,1996,1,23,2,.76999998,2,1,.33000001,3,18.475809,8.7971439,1,1,1,.85714293,8.3574543,0,7.3239732,.39303899,0,0,In Force,1,1,23,0
160145,160,145,ARG,BOL,Argentina,Bolivia,17,3,1994,1,5,1995,1,14,2,.76999998,4,7,.38,2,16.88335,13.18691,1,1,1,.91111112,8.6630039,0,2.1768391,.39303899,0,0,In Force,1,1,14,0
160155,160,155,ARG,CHL,Argentina,Chile,2,8,1991,1,1,1995,1,41,2,.73000002,5,7,0,3,18.194759,3.3217609,1,1,1,.9512195,7.2569771,0,2.1470571,.026032301,0,0,In Force,1,1,41,0
160290,160,290,ARG,POL,Argentina,Poland,31,7,1991,1,9,1992,1,14,2,.72000003,5,7,0,3,19.32761,3.3217609,0,0,0,1,4.7167969,0,1.285652,-.0083627002,0,0,In Force,1,1,14,0
160310,160,310,ARG,HUN,Argentina,Hungary,5,2,1993,1,10,1997,1,56,2,.76999998,5,7,.20999999,4,18.53825,13.51038,0,0,0,.94444442,7.8154068,0,1.179739,.027005499,0,0,In Force,1,1,56,0
160316,160,316,ARG,CZR,Argentina,Czech Republic,27,9,1996,23,7,1998,1,22,2,.75999999,6,7,.63999999,5,18.934311,12.50168,0,0,0,.95918369,8.8960695,0,2.552341,.2465414,0,0,In Force,1,1,22,0
160344,160,344,ARG,CRO,Argentina,Croatia,2,12,1994,1,6,1996,1,18,2,.76999998,2,-3,0,,17.322269,13.18691,0,0,0,1,7.2252541,0,.66847432,.39303899,0,0,In Force,1,1,18,0
